itemid,label,fluid,category,valueuom,aliases,structured_text
51773,RFXFRKL,Blood,Chemistry,,RFXFRKL | RFXFRKL Blood | Chemistry RFXFRKL,"TYPE: LAB_TEST
DISPLAY_NAME: RFXFRKL
ALIASES: RFXFRKL | RFXFRKL Blood | Chemistry RFXFRKL
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51773"
53153,HIV Screen,Blood,Chemistry,,HIV Screen | HIV Screen Blood | Chemistry HIV Screen,"TYPE: LAB_TEST
DISPLAY_NAME: HIV Screen
ALIASES: HIV Screen | HIV Screen Blood | Chemistry HIV Screen
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53153"
50925,Folate,Blood,Chemistry,ng/mL,Folate | Folate Blood | Chemistry Folate,"TYPE: LAB_TEST
DISPLAY_NAME: Folate
ALIASES: Folate | Folate Blood | Chemistry Folate
UNIT: ng/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50925"
50927,Gamma Glutamyltransferase,Blood,Chemistry,IU/L,Gamma Glutamyltransferase | Gamma Glutamyltransferase Blood | Chemistry Gamma Glutamyltransferase,"TYPE: LAB_TEST
DISPLAY_NAME: Gamma Glutamyltransferase
ALIASES: Gamma Glutamyltransferase | Gamma Glutamyltransferase Blood | Chemistry Gamma Glutamyltransferase
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50927"
50953,"Iron Binding Capacity, Total",Blood,Chemistry,ug/dL,"Iron Binding Capacity, Total | Iron Binding Capacity Total | Iron Binding Capacity, Total Blood | Chemistry Iron Binding Capacity, Total","TYPE: LAB_TEST
DISPLAY_NAME: Iron Binding Capacity, Total
ALIASES: Iron Binding Capacity, Total | Iron Binding Capacity Total | Iron Binding Capacity, Total Blood | Chemistry Iron Binding Capacity, Total
UNIT: ug/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50953"
51007,Uric Acid,Blood,Chemistry,mg/dL,Uric Acid | Uric Acid Blood | Chemistry Uric Acid,"TYPE: LAB_TEST
DISPLAY_NAME: Uric Acid
ALIASES: Uric Acid | Uric Acid Blood | Chemistry Uric Acid
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51007"
51670,Icd9,Blood,Chemistry,,Icd9 | Icd9 Blood | Chemistry Icd9,"TYPE: LAB_TEST
DISPLAY_NAME: Icd9
ALIASES: Icd9 | Icd9 Blood | Chemistry Icd9
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51670"
51740,Toxic Screen,Blood,Chemistry,,Toxic Screen | Toxic Screen Blood | Chemistry Toxic Screen,"TYPE: LAB_TEST
DISPLAY_NAME: Toxic Screen
ALIASES: Toxic Screen | Toxic Screen Blood | Chemistry Toxic Screen
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51740"
51743,Toxoplasma IgM Ab,Blood,Chemistry,,Toxoplasma IgM Ab | Toxoplasma IgM Ab Blood | Chemistry Toxoplasma IgM Ab,"TYPE: LAB_TEST
DISPLAY_NAME: Toxoplasma IgM Ab
ALIASES: Toxoplasma IgM Ab | Toxoplasma IgM Ab Blood | Chemistry Toxoplasma IgM Ab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51743"
51757,Xxx,Blood,Chemistry,,Xxx | Xxx Blood | Chemistry Xxx,"TYPE: LAB_TEST
DISPLAY_NAME: Xxx
ALIASES: Xxx | Xxx Blood | Chemistry Xxx
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51757"
53146,Anti Hav,Blood,Chemistry,,Anti Hav | Anti Hav Blood | Chemistry Anti Hav,"TYPE: LAB_TEST
DISPLAY_NAME: Anti Hav
ALIASES: Anti Hav | Anti Hav Blood | Chemistry Anti Hav
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53146"
50854,Absolute A1c,Blood,Chemistry,,Absolute A1c | Absolute A1c Blood | Chemistry Absolute A1c,"TYPE: LAB_TEST
DISPLAY_NAME: Absolute A1c
ALIASES: Absolute A1c | Absolute A1c Blood | Chemistry Absolute A1c
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50854"
50887,Blue Top Hold,Blood,Chemistry,,Blue Top Hold | Blue Top Hold Blood | Chemistry Blue Top Hold,"TYPE: LAB_TEST
DISPLAY_NAME: Blue Top Hold
ALIASES: Blue Top Hold | Blue Top Hold Blood | Chemistry Blue Top Hold
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50887"
50945,Homocysteine,Blood,Chemistry,,Homocysteine | Homocysteine Blood | Chemistry Homocysteine,"TYPE: LAB_TEST
DISPLAY_NAME: Homocysteine
ALIASES: Homocysteine | Homocysteine Blood | Chemistry Homocysteine
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50945"
50958,Luteinizing Hormone,Blood,Chemistry,,Luteinizing Hormone | Luteinizing Hormone Blood | Chemistry Luteinizing Hormone,"TYPE: LAB_TEST
DISPLAY_NAME: Luteinizing Hormone
ALIASES: Luteinizing Hormone | Luteinizing Hormone Blood | Chemistry Luteinizing Hormone
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50958"
50993,Thyroid Stimulating Hormone,Blood,Chemistry,uIU/mL,Thyroid Stimulating Hormone | Thyroid Stimulating Hormone Blood | Chemistry Thyroid Stimulating Hormone,"TYPE: LAB_TEST
DISPLAY_NAME: Thyroid Stimulating Hormone
ALIASES: Thyroid Stimulating Hormone | Thyroid Stimulating Hormone Blood | Chemistry Thyroid Stimulating Hormone
UNIT: uIU/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50993"
51557,Anti-Microsomal Antibody,Blood,Chemistry,,Anti-Microsomal Antibody | Anti-Microsomal Antibody Blood | Chemistry Anti-Microsomal Antibody,"TYPE: LAB_TEST
DISPLAY_NAME: Anti-Microsomal Antibody
ALIASES: Anti-Microsomal Antibody | Anti-Microsomal Antibody Blood | Chemistry Anti-Microsomal Antibody
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51557"
51659,HPE3,Blood,Chemistry,,HPE3 | HPE3 Blood | Chemistry HPE3,"TYPE: LAB_TEST
DISPLAY_NAME: HPE3
ALIASES: HPE3 | HPE3 Blood | Chemistry HPE3
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51659"
51683,"LD, Isoenzyme 4",Blood,Chemistry,,"LD, Isoenzyme 4 | LD Isoenzyme 4 | LD, Isoenzyme 4 Blood | Chemistry LD, Isoenzyme 4","TYPE: LAB_TEST
DISPLAY_NAME: LD, Isoenzyme 4
ALIASES: LD, Isoenzyme 4 | LD Isoenzyme 4 | LD, Isoenzyme 4 Blood | Chemistry LD, Isoenzyme 4
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51683"
51693,Mumps IgG Ab,Blood,Chemistry,,Mumps IgG Ab | Mumps IgG Ab Blood | Chemistry Mumps IgG Ab,"TYPE: LAB_TEST
DISPLAY_NAME: Mumps IgG Ab
ALIASES: Mumps IgG Ab | Mumps IgG Ab Blood | Chemistry Mumps IgG Ab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51693"
51709,Quantitative RPR Test,Blood,Chemistry,,Quantitative RPR Test | Quantitative RPR Test Blood | Chemistry Quantitative RPR Test,"TYPE: LAB_TEST
DISPLAY_NAME: Quantitative RPR Test
ALIASES: Quantitative RPR Test | Quantitative RPR Test Blood | Chemistry Quantitative RPR Test
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51709"
51734,STX3,Blood,Chemistry,,STX3 | STX3 Blood | Chemistry STX3,"TYPE: LAB_TEST
DISPLAY_NAME: STX3
ALIASES: STX3 | STX3 Blood | Chemistry STX3
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51734"
50870,"Anti-Gliadin Antibody, IgA",Blood,Chemistry,,"Anti-Gliadin Antibody, IgA | Anti-Gliadin Antibody IgA | Anti-Gliadin Antibody, IgA Blood | Chemistry Anti-Gliadin Antibody, IgA","TYPE: LAB_TEST
DISPLAY_NAME: Anti-Gliadin Antibody, IgA
ALIASES: Anti-Gliadin Antibody, IgA | Anti-Gliadin Antibody IgA | Anti-Gliadin Antibody, IgA Blood | Chemistry Anti-Gliadin Antibody, IgA
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50870"
50979,Red Top Hold,Blood,Chemistry,,Red Top Hold | Red Top Hold Blood | Chemistry Red Top Hold,"TYPE: LAB_TEST
DISPLAY_NAME: Red Top Hold
ALIASES: Red Top Hold | Red Top Hold Blood | Chemistry Red Top Hold
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50979"
51010,Vitamin B12,Blood,Chemistry,pg/mL,Vitamin B12 | Vitamin B12 Blood | Chemistry Vitamin B12,"TYPE: LAB_TEST
DISPLAY_NAME: Vitamin B12
ALIASES: Vitamin B12 | Vitamin B12 Blood | Chemistry Vitamin B12
UNIT: pg/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51010"
50893,"Calcium, Total",Blood,Chemistry,mg/dL,"Calcium, Total | Calcium Total | Calcium, Total Blood | Chemistry Calcium, Total","TYPE: LAB_TEST
DISPLAY_NAME: Calcium, Total
ALIASES: Calcium, Total | Calcium Total | Calcium, Total Blood | Chemistry Calcium, Total
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50893"
50899,Carbamazepine,Blood,Chemistry,ug/mL,Carbamazepine | Carbamazepine Blood | Chemistry Carbamazepine,"TYPE: LAB_TEST
DISPLAY_NAME: Carbamazepine
ALIASES: Carbamazepine | Carbamazepine Blood | Chemistry Carbamazepine
UNIT: ug/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50899"
51567,Beta Hydroxybutyrate,Blood,Chemistry,,Beta Hydroxybutyrate | Beta Hydroxybutyrate Blood | Chemistry Beta Hydroxybutyrate,"TYPE: LAB_TEST
DISPLAY_NAME: Beta Hydroxybutyrate
ALIASES: Beta Hydroxybutyrate | Beta Hydroxybutyrate Blood | Chemistry Beta Hydroxybutyrate
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51567"
51580,Calculated CK-MB,Blood,Chemistry,,Calculated CK-MB | Calculated CK-MB Blood | Chemistry Calculated CK-MB,"TYPE: LAB_TEST
DISPLAY_NAME: Calculated CK-MB
ALIASES: Calculated CK-MB | Calculated CK-MB Blood | Chemistry Calculated CK-MB
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51580"
51629,Fructosamine Plus,Blood,Chemistry,,Fructosamine Plus | Fructosamine Plus Blood | Chemistry Fructosamine Plus,"TYPE: LAB_TEST
DISPLAY_NAME: Fructosamine Plus
ALIASES: Fructosamine Plus | Fructosamine Plus Blood | Chemistry Fructosamine Plus
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51629"
51658,HPE2,Blood,Chemistry,,HPE2 | HPE2 Blood | Chemistry HPE2,"TYPE: LAB_TEST
DISPLAY_NAME: HPE2
ALIASES: HPE2 | HPE2 Blood | Chemistry HPE2
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51658"
51681,"LD, Isoenzyme 2",Blood,Chemistry,,"LD, Isoenzyme 2 | LD Isoenzyme 2 | LD, Isoenzyme 2 Blood | Chemistry LD, Isoenzyme 2","TYPE: LAB_TEST
DISPLAY_NAME: LD, Isoenzyme 2
ALIASES: LD, Isoenzyme 2 | LD Isoenzyme 2 | LD, Isoenzyme 2 Blood | Chemistry LD, Isoenzyme 2
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51681"
51695,Myoglobin,Blood,Chemistry,,Myoglobin | Myoglobin Blood | Chemistry Myoglobin,"TYPE: LAB_TEST
DISPLAY_NAME: Myoglobin
ALIASES: Myoglobin | Myoglobin Blood | Chemistry Myoglobin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51695"
51724,Rubella IgG Ab,Blood,Chemistry,,Rubella IgG Ab | Rubella IgG Ab Blood | Chemistry Rubella IgG Ab,"TYPE: LAB_TEST
DISPLAY_NAME: Rubella IgG Ab
ALIASES: Rubella IgG Ab | Rubella IgG Ab Blood | Chemistry Rubella IgG Ab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51724"
51756,White Blood Cells,Blood,Chemistry,,White Blood Cells | White Blood Cells Blood | Chemistry White Blood Cells,"TYPE: LAB_TEST
DISPLAY_NAME: White Blood Cells
ALIASES: White Blood Cells | White Blood Cells Blood | Chemistry White Blood Cells
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51756"
50866,Ammonia,Blood,Chemistry,umol/L,Ammonia | Ammonia Blood | Chemistry Ammonia,"TYPE: LAB_TEST
DISPLAY_NAME: Ammonia
ALIASES: Ammonia | Ammonia Blood | Chemistry Ammonia
UNIT: umol/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50866"
50871,Anti-Mitochondrial Antibody,Blood,Chemistry,,Anti-Mitochondrial Antibody | Anti-Mitochondrial Antibody Blood | Chemistry Anti-Mitochondrial Antibody,"TYPE: LAB_TEST
DISPLAY_NAME: Anti-Mitochondrial Antibody
ALIASES: Anti-Mitochondrial Antibody | Anti-Mitochondrial Antibody Blood | Chemistry Anti-Mitochondrial Antibody
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50871"
50918,Double Stranded DNA,Blood,Chemistry,U/mL,Double Stranded DNA | Double Stranded DNA Blood | Chemistry Double Stranded DNA,"TYPE: LAB_TEST
DISPLAY_NAME: Double Stranded DNA
ALIASES: Double Stranded DNA | Double Stranded DNA Blood | Chemistry Double Stranded DNA
UNIT: U/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50918"
51625,Free Kappa,Blood,Chemistry,mg/L,Free Kappa | Free Kappa Blood | Chemistry Free Kappa,"TYPE: LAB_TEST
DISPLAY_NAME: Free Kappa
ALIASES: Free Kappa | Free Kappa Blood | Chemistry Free Kappa
UNIT: mg/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51625"
51641,Hemoglobin A,Blood,Chemistry,,Hemoglobin A | Hemoglobin A Blood | Chemistry Hemoglobin A,"TYPE: LAB_TEST
DISPLAY_NAME: Hemoglobin A
ALIASES: Hemoglobin A | Hemoglobin A Blood | Chemistry Hemoglobin A
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51641"
50869,Anti-DGP (IgA/IgG),Blood,Chemistry,units,Anti-DGP (IgA/IgG) | Anti-DGP (IgA/IgG) Blood | Chemistry Anti-DGP (IgA/IgG),"TYPE: LAB_TEST
DISPLAY_NAME: Anti-DGP (IgA/IgG)
ALIASES: Anti-DGP (IgA/IgG) | Anti-DGP (IgA/IgG) Blood | Chemistry Anti-DGP (IgA/IgG)
UNIT: units
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50869"
50936,"HCG, Maternal Screen",Blood,Chemistry,,"HCG, Maternal Screen | HCG Maternal Screen | HCG, Maternal Screen Blood | Chemistry HCG, Maternal Screen","TYPE: LAB_TEST
DISPLAY_NAME: HCG, Maternal Screen
ALIASES: HCG, Maternal Screen | HCG Maternal Screen | HCG, Maternal Screen Blood | Chemistry HCG, Maternal Screen
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50936"
50977,Quinidine,Blood,Chemistry,,Quinidine | Quinidine Blood | Chemistry Quinidine,"TYPE: LAB_TEST
DISPLAY_NAME: Quinidine
ALIASES: Quinidine | Quinidine Blood | Chemistry Quinidine
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50977"
50991,Thyroglobulin,Blood,Chemistry,ng/mL,Thyroglobulin | Thyroglobulin Blood | Chemistry Thyroglobulin,"TYPE: LAB_TEST
DISPLAY_NAME: Thyroglobulin
ALIASES: Thyroglobulin | Thyroglobulin Blood | Chemistry Thyroglobulin
UNIT: ng/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50991"
51590,CMV Interpretation,Blood,Chemistry,,CMV Interpretation | CMV Interpretation Blood | Chemistry CMV Interpretation,"TYPE: LAB_TEST
DISPLAY_NAME: CMV Interpretation
ALIASES: CMV Interpretation | CMV Interpretation Blood | Chemistry CMV Interpretation
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51590"
51651,Hepatitis C Viral Load,Blood,Chemistry,log10 IU/mL,Hepatitis C Viral Load | Hepatitis C Viral Load Blood | Chemistry Hepatitis C Viral Load,"TYPE: LAB_TEST
DISPLAY_NAME: Hepatitis C Viral Load
ALIASES: Hepatitis C Viral Load | Hepatitis C Viral Load Blood | Chemistry Hepatitis C Viral Load
UNIT: log10 IU/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51651"
51708,Qnthbsab,Blood,Chemistry,,Qnthbsab | Qnthbsab Blood | Chemistry Qnthbsab,"TYPE: LAB_TEST
DISPLAY_NAME: Qnthbsab
ALIASES: Qnthbsab | Qnthbsab Blood | Chemistry Qnthbsab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51708"
53086,Alkaline Phosphatase,Blood,Chemistry,,Alkaline Phosphatase | Alkaline Phosphatase Blood | Chemistry Alkaline Phosphatase,"TYPE: LAB_TEST
DISPLAY_NAME: Alkaline Phosphatase
ALIASES: Alkaline Phosphatase | Alkaline Phosphatase Blood | Chemistry Alkaline Phosphatase
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53086"
50960,Magnesium,Blood,Chemistry,mg/dL,Magnesium | Magnesium Blood | Chemistry Magnesium,"TYPE: LAB_TEST
DISPLAY_NAME: Magnesium
ALIASES: Magnesium | Magnesium Blood | Chemistry Magnesium
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50960"
51009,Vancomycin,Blood,Chemistry,ug/mL,Vancomycin | Vancomycin Blood | Chemistry Vancomycin,"TYPE: LAB_TEST
DISPLAY_NAME: Vancomycin
ALIASES: Vancomycin | Vancomycin Blood | Chemistry Vancomycin
UNIT: ug/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51009"
51633,Hbeag,Blood,Chemistry,,Hbeag | Hbeag Blood | Chemistry Hbeag,"TYPE: LAB_TEST
DISPLAY_NAME: Hbeag
ALIASES: Hbeag | Hbeag Blood | Chemistry Hbeag
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51633"
51742,Toxoplasma IgG Ab Value,Blood,Chemistry,,Toxoplasma IgG Ab Value | Toxoplasma IgG Ab Value Blood | Chemistry Toxoplasma IgG Ab Value,"TYPE: LAB_TEST
DISPLAY_NAME: Toxoplasma IgG Ab Value
ALIASES: Toxoplasma IgG Ab Value | Toxoplasma IgG Ab Value Blood | Chemistry Toxoplasma IgG Ab Value
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51742"
50915,D-Dimer,Blood,Chemistry,ng/mL | ng/mL FEU,D-Dimer | D-Dimer Blood | Chemistry D-Dimer,"TYPE: LAB_TEST
DISPLAY_NAME: D-Dimer
ALIASES: D-Dimer | D-Dimer Blood | Chemistry D-Dimer
UNIT: ng/mL | ng/mL FEU
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50915"
50983,Sodium,Blood,Chemistry,mEq/L,Sodium | Sodium Blood | Chemistry Sodium,"TYPE: LAB_TEST
DISPLAY_NAME: Sodium
ALIASES: Sodium | Sodium Blood | Chemistry Sodium
UNIT: mEq/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50983"
51589,CMV IgM Ab Value,Blood,Chemistry,,CMV IgM Ab Value | CMV IgM Ab Value Blood | Chemistry CMV IgM Ab Value,"TYPE: LAB_TEST
DISPLAY_NAME: CMV IgM Ab Value
ALIASES: CMV IgM Ab Value | CMV IgM Ab Value Blood | Chemistry CMV IgM Ab Value
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51589"
51597,Cvhlc,Blood,Chemistry,,Cvhlc | Cvhlc Blood | Chemistry Cvhlc,"TYPE: LAB_TEST
DISPLAY_NAME: Cvhlc
ALIASES: Cvhlc | Cvhlc Blood | Chemistry Cvhlc
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51597"
51640,Hemoglobin,Blood,Chemistry,,Hemoglobin | Hemoglobin Blood | Chemistry Hemoglobin,"TYPE: LAB_TEST
DISPLAY_NAME: Hemoglobin
ALIASES: Hemoglobin | Hemoglobin Blood | Chemistry Hemoglobin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51640"
51660,HPE4,Blood,Chemistry,,HPE4 | HPE4 Blood | Chemistry HPE4,"TYPE: LAB_TEST
DISPLAY_NAME: HPE4
ALIASES: HPE4 | HPE4 Blood | Chemistry HPE4
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51660"
52562,Folate,Blood,Chemistry,,Folate | Folate Blood | Chemistry Folate,"TYPE: LAB_TEST
DISPLAY_NAME: Folate
ALIASES: Folate | Folate Blood | Chemistry Folate
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 52562"
50917,Digoxin,Blood,Chemistry,ng/mL,Digoxin | Digoxin Blood | Chemistry Digoxin,"TYPE: LAB_TEST
DISPLAY_NAME: Digoxin
ALIASES: Digoxin | Digoxin Blood | Chemistry Digoxin
UNIT: ng/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50917"
51569,"Bilirubin, Neonatal, Direct",Blood,Chemistry,,"Bilirubin, Neonatal, Direct | Bilirubin Neonatal Direct | Bilirubin, Neonatal, Direct Blood | Chemistry Bilirubin, Neonatal, Direct","TYPE: LAB_TEST
DISPLAY_NAME: Bilirubin, Neonatal, Direct
ALIASES: Bilirubin, Neonatal, Direct | Bilirubin Neonatal Direct | Bilirubin, Neonatal, Direct Blood | Chemistry Bilirubin, Neonatal, Direct
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51569"
51729,Serum B12,Blood,Chemistry,,Serum B12 | Serum B12 Blood | Chemistry Serum B12,"TYPE: LAB_TEST
DISPLAY_NAME: Serum B12
ALIASES: Serum B12 | Serum B12 Blood | Chemistry Serum B12
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51729"
51732,STX1,Blood,Chemistry,,STX1 | STX1 Blood | Chemistry STX1,"TYPE: LAB_TEST
DISPLAY_NAME: STX1
ALIASES: STX1 | STX1 Blood | Chemistry STX1
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51732"
52500,Anion Gap,Blood,Chemistry,,Anion Gap | Anion Gap Blood | Chemistry Anion Gap,"TYPE: LAB_TEST
DISPLAY_NAME: Anion Gap
ALIASES: Anion Gap | Anion Gap Blood | Chemistry Anion Gap
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 52500"
53088,Asparate Aminotransferase,Blood,Chemistry,,Asparate Aminotransferase | Asparate Aminotransferase Blood | Chemistry Asparate Aminotransferase,"TYPE: LAB_TEST
DISPLAY_NAME: Asparate Aminotransferase
ALIASES: Asparate Aminotransferase | Asparate Aminotransferase Blood | Chemistry Asparate Aminotransferase
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53088"
50923,Fax,Blood,Chemistry,,Fax | Fax Blood | Chemistry Fax,"TYPE: LAB_TEST
DISPLAY_NAME: Fax
ALIASES: Fax | Fax Blood | Chemistry Fax
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50923"
50926,Follicle Stimulating Hormone,Blood,Chemistry,,Follicle Stimulating Hormone | Follicle Stimulating Hormone Blood | Chemistry Follicle Stimulating Hormone,"TYPE: LAB_TEST
DISPLAY_NAME: Follicle Stimulating Hormone
ALIASES: Follicle Stimulating Hormone | Follicle Stimulating Hormone Blood | Chemistry Follicle Stimulating Hormone
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50926"
50949,Immunoglobulin A,Blood,Chemistry,mg/dL,Immunoglobulin A | Immunoglobulin A Blood | Chemistry Immunoglobulin A,"TYPE: LAB_TEST
DISPLAY_NAME: Immunoglobulin A
ALIASES: Immunoglobulin A | Immunoglobulin A Blood | Chemistry Immunoglobulin A
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50949"
50965,Parathyroid Hormone,Blood,Chemistry,pg/mL,Parathyroid Hormone | Parathyroid Hormone Blood | Chemistry Parathyroid Hormone,"TYPE: LAB_TEST
DISPLAY_NAME: Parathyroid Hormone
ALIASES: Parathyroid Hormone | Parathyroid Hormone Blood | Chemistry Parathyroid Hormone
UNIT: pg/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50965"
50980,Rheumatoid Factor,Blood,Chemistry,IU/mL,Rheumatoid Factor | Rheumatoid Factor Blood | Chemistry Rheumatoid Factor,"TYPE: LAB_TEST
DISPLAY_NAME: Rheumatoid Factor
ALIASES: Rheumatoid Factor | Rheumatoid Factor Blood | Chemistry Rheumatoid Factor
UNIT: IU/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50980"
50981,Salicylate,Blood,Chemistry,mg/dL,Salicylate | Salicylate Blood | Chemistry Salicylate,"TYPE: LAB_TEST
DISPLAY_NAME: Salicylate
ALIASES: Salicylate | Salicylate Blood | Chemistry Salicylate
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50981"
50986,tacroFK,Blood,Chemistry,ng/mL,tacroFK | tacroFK Blood | Chemistry tacroFK,"TYPE: LAB_TEST
DISPLAY_NAME: tacroFK
ALIASES: tacroFK | tacroFK Blood | Chemistry tacroFK
UNIT: ng/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50986"
51585,Clostrid,Blood,Chemistry,,Clostrid | Clostrid Blood | Chemistry Clostrid,"TYPE: LAB_TEST
DISPLAY_NAME: Clostrid
ALIASES: Clostrid | Clostrid Blood | Chemistry Clostrid
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51585"
51604,Delete,Blood,Chemistry,,Delete | Delete Blood | Chemistry Delete,"TYPE: LAB_TEST
DISPLAY_NAME: Delete
ALIASES: Delete | Delete Blood | Chemistry Delete
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51604"
