itemid,label,aliases,valueuom,category,fluid,structured_text
51452,NRBC,NRBC | NRBC Pleural | Hematology NRBC,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: NRBC
ALIASES: NRBC | NRBC Pleural | Hematology NRBC
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51452"
52379,Eos#,Eos# | Eos# Pleural | Hematology Eos#,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Eos#
ALIASES: Eos# | Eos# Pleural | Hematology Eos#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52379"
52382,Hypersegmented Neutrophils#,Hypersegmented Neutrophils# | Hypersegmented Neutrophils# Pleural | Hematology Hypersegmented Neutrophils#,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Hypersegmented Neutrophils#
ALIASES: Hypersegmented Neutrophils# | Hypersegmented Neutrophils# Pleural | Hematology Hypersegmented Neutrophils#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52382"
52391,"Total Nucleated Cells, Pleural","Total Nucleated Cells, Pleural | Total Nucleated Cells Pleural | Total Nucleated Cells, Pleural Pleural | Hematology Total Nucleated Cells, Pleural",#/uL,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Total Nucleated Cells, Pleural
ALIASES: Total Nucleated Cells, Pleural | Total Nucleated Cells Pleural | Total Nucleated Cells, Pleural Pleural | Hematology Total Nucleated Cells, Pleural
UNIT: #/uL
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52391"
51443,Blasts,Blasts | Blasts Pleural | Hematology Blasts,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Blasts
ALIASES: Blasts | Blasts Pleural | Hematology Blasts
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51443"
51459,Young Cells,Young Cells | Young Cells Pleural | Hematology Young Cells,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Young Cells
ALIASES: Young Cells | Young Cells Pleural | Hematology Young Cells
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51459"
52383,Hypersegmented Neutrophils,Hypersegmented Neutrophils | Hypersegmented Neutrophils Pleural | Hematology Hypersegmented Neutrophils,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Hypersegmented Neutrophils
ALIASES: Hypersegmented Neutrophils | Hypersegmented Neutrophils Pleural | Hematology Hypersegmented Neutrophils
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52383"
52389,Polys#,Polys# | Polys# Pleural | Hematology Polys#,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Polys#
ALIASES: Polys# | Polys# Pleural | Hematology Polys#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52389"
51456,Promyelocytes,Promyelocytes | Promyelocytes Pleural | Hematology Promyelocytes,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Promyelocytes
ALIASES: Promyelocytes | Promyelocytes Pleural | Hematology Promyelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51456"
51446,Lymphocytes,Lymphocytes | Lymphocytes Pleural | Hematology Lymphocytes,%,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Lymphocytes
ALIASES: Lymphocytes | Lymphocytes Pleural | Hematology Lymphocytes
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51446"
52393,Young#,Young# | Young# Pleural | Hematology Young#,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Young#
ALIASES: Young# | Young# Pleural | Hematology Young#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52393"
51447,Macrophages,Macrophages | Macrophages Pleural | Hematology Macrophages,%,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Macrophages
ALIASES: Macrophages | Macrophages Pleural | Hematology Macrophages
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51447"
51451,Myelocytes,Myelocytes | Myelocytes Pleural | Hematology Myelocytes,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Myelocytes
ALIASES: Myelocytes | Myelocytes Pleural | Hematology Myelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51451"
52380,Histiocyte#,Histiocyte# | Histiocyte# Pleural | Hematology Histiocyte#,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Histiocyte#
ALIASES: Histiocyte# | Histiocyte# Pleural | Hematology Histiocyte#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52380"
52376,Bands#,Bands# | Bands# Pleural | Hematology Bands#,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Bands#
ALIASES: Bands# | Bands# Pleural | Hematology Bands#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52376"
52385,Metas#,Metas# | Metas# Pleural | Hematology Metas#,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Metas#
ALIASES: Metas# | Metas# Pleural | Hematology Metas#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52385"
53083,NRBC,NRBC | NRBC Pleural | Hematology NRBC,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: NRBC
ALIASES: NRBC | NRBC Pleural | Hematology NRBC
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 53083"
52386,Monos#,Monos# | Monos# Pleural | Hematology Monos#,,Hematology,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Monos#
ALIASES: Monos# | Monos# Pleural | Hematology Monos#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52386"
51304,CD103,CD103 | CD103 Bone Marrow | Hematology CD103,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD103
ALIASES: CD103 | CD103 Bone Marrow | Hematology CD103
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51304"
51322,CD38,CD38 | CD38 Bone Marrow | Hematology CD38,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD38
ALIASES: CD38 | CD38 Bone Marrow | Hematology CD38
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51322"
52324,CD62,CD62 | CD62 Bone Marrow | Hematology CD62,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD62
ALIASES: CD62 | CD62 Bone Marrow | Hematology CD62
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52324"
51320,CD33,CD33 | CD33 Bone Marrow | Hematology CD33,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD33
ALIASES: CD33 | CD33 Bone Marrow | Hematology CD33
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51320"
52323,CD61,CD61 | CD61 Bone Marrow | Hematology CD61,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD61
ALIASES: CD61 | CD61 Bone Marrow | Hematology CD61
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52323"
52331,TCR Alpha-Beta,TCR Alpha-Beta | TCR Alpha-Beta Bone Marrow | Hematology TCR Alpha-Beta,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: TCR Alpha-Beta
ALIASES: TCR Alpha-Beta | TCR Alpha-Beta Bone Marrow | Hematology TCR Alpha-Beta
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52331"
51314,CD2,CD2 | CD2 Bone Marrow | Hematology CD2,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD2
ALIASES: CD2 | CD2 Bone Marrow | Hematology CD2
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51314"
51316,CD22,CD22 | CD22 Bone Marrow | Hematology CD22,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD22
ALIASES: CD22 | CD22 Bone Marrow | Hematology CD22
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51316"
51321,CD34,CD34 | CD34 Bone Marrow | Hematology CD34,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD34
ALIASES: CD34 | CD34 Bone Marrow | Hematology CD34
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51321"
51331,CD64,CD64 | CD64 Bone Marrow | Hematology CD64,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD64
ALIASES: CD64 | CD64 Bone Marrow | Hematology CD64
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51331"
52318,Asd&na-f,Asd&na-f | Asd&na-f Bone Marrow | Hematology Asd&na-f,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Asd&na-f
ALIASES: Asd&na-f | Asd&na-f Bone Marrow | Hematology Asd&na-f
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52318"
52320,CD30,CD30 | CD30 Bone Marrow | Hematology CD30,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD30
ALIASES: CD30 | CD30 Bone Marrow | Hematology CD30
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52320"
51317,CD23,CD23 | CD23 Bone Marrow | Hematology CD23,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD23
ALIASES: CD23 | CD23 Bone Marrow | Hematology CD23
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51317"
51335,FMC-7,FMC-7 | FMC-7 Bone Marrow | Hematology FMC-7,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: FMC-7
ALIASES: FMC-7 | FMC-7 Bone Marrow | Hematology FMC-7
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51335"
52325,Chloroacetate Esterase,Chloroacetate Esterase | Chloroacetate Esterase Bone Marrow | Hematology Chloroacetate Esterase,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Chloroacetate Esterase
ALIASES: Chloroacetate Esterase | Chloroacetate Esterase Bone Marrow | Hematology Chloroacetate Esterase
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52325"
52317,Asd,Asd | Asd Bone Marrow | Hematology Asd,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Asd
ALIASES: Asd | Asd Bone Marrow | Hematology Asd
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52317"
51339,Iron Stain,Iron Stain | Iron Stain Bone Marrow | Hematology Iron Stain,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Iron Stain
ALIASES: Iron Stain | Iron Stain Bone Marrow | Hematology Iron Stain
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51339"
52328,Periodic Schiff Stain,Periodic Schiff Stain | Periodic Schiff Stain Bone Marrow | Hematology Periodic Schiff Stain,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Periodic Schiff Stain
ALIASES: Periodic Schiff Stain | Periodic Schiff Stain Bone Marrow | Hematology Periodic Schiff Stain
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52328"
51307,CD13,CD13 | CD13 Bone Marrow | Hematology CD13,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD13
ALIASES: CD13 | CD13 Bone Marrow | Hematology CD13
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51307"
51330,CD59,CD59 | CD59 Bone Marrow | Hematology CD59,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD59
ALIASES: CD59 | CD59 Bone Marrow | Hematology CD59
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51330"
52955,CD10,CD10 | CD10 Bone Marrow | Hematology CD10,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD10
ALIASES: CD10 | CD10 Bone Marrow | Hematology CD10
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52955"
52326,Naphthol Acetate Stain,Naphthol Acetate Stain | Naphthol Acetate Stain Bone Marrow | Hematology Naphthol Acetate Stain,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Naphthol Acetate Stain
ALIASES: Naphthol Acetate Stain | Naphthol Acetate Stain Bone Marrow | Hematology Naphthol Acetate Stain
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52326"
51306,CD11c,CD11c | CD11c Bone Marrow | Hematology CD11c,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD11c
ALIASES: CD11c | CD11c Bone Marrow | Hematology CD11c
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51306"
51324,CD41,CD41 | CD41 Bone Marrow | Hematology CD41,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD41
ALIASES: CD41 | CD41 Bone Marrow | Hematology CD41
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51324"
51308,CD138,CD138 | CD138 Bone Marrow | Hematology CD138,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD138
ALIASES: CD138 | CD138 Bone Marrow | Hematology CD138
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51308"
51328,CD56,CD56 | CD56 Bone Marrow | Hematology CD56,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD56
ALIASES: CD56 | CD56 Bone Marrow | Hematology CD56
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51328"
52333,Tr-acid,Tr-acid | Tr-acid Bone Marrow | Hematology Tr-acid,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Tr-acid
ALIASES: Tr-acid | Tr-acid Bone Marrow | Hematology Tr-acid
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52333"
51309,CD14,CD14 | CD14 Bone Marrow | Hematology CD14,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD14
ALIASES: CD14 | CD14 Bone Marrow | Hematology CD14
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51309"
51312,CD16/56,CD16/56 | CD16/56 Bone Marrow | Hematology CD16/56,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD16/56
ALIASES: CD16/56 | CD16/56 Bone Marrow | Hematology CD16/56
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51312"
52319,CD 1a,CD 1a | CD 1a Bone Marrow | Hematology CD 1a,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD 1a
ALIASES: CD 1a | CD 1a Bone Marrow | Hematology CD 1a
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52319"
52316,Acid Phosphatase Stain,Acid Phosphatase Stain | Acid Phosphatase Stain Bone Marrow | Hematology Acid Phosphatase Stain,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Acid Phosphatase Stain
ALIASES: Acid Phosphatase Stain | Acid Phosphatase Stain Bone Marrow | Hematology Acid Phosphatase Stain
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52316"
52992,Iron Stain,Iron Stain | Iron Stain Bone Marrow | Hematology Iron Stain,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Iron Stain
ALIASES: Iron Stain | Iron Stain Bone Marrow | Hematology Iron Stain
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52992"
51305,CD117,CD117 | CD117 Bone Marrow | Hematology CD117,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD117
ALIASES: CD117 | CD117 Bone Marrow | Hematology CD117
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51305"
51318,CD25,CD25 | CD25 Bone Marrow | Hematology CD25,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD25
ALIASES: CD25 | CD25 Bone Marrow | Hematology CD25
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51318"
51323,CD4,CD4 | CD4 Bone Marrow | Hematology CD4,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD4
ALIASES: CD4 | CD4 Bone Marrow | Hematology CD4
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51323"
51336,Glyco A,Glyco A | Glyco A Bone Marrow | Hematology Glyco A,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Glyco A
ALIASES: Glyco A | Glyco A Bone Marrow | Hematology Glyco A
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51336"
51340,Kappa,Kappa | Kappa Bone Marrow | Hematology Kappa,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Kappa
ALIASES: Kappa | Kappa Bone Marrow | Hematology Kappa
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51340"
51334,CD8,CD8 | CD8 Bone Marrow | Hematology CD8,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD8
ALIASES: CD8 | CD8 Bone Marrow | Hematology CD8
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51334"
52322,CD52,CD52 | CD52 Bone Marrow | Hematology CD52,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD52
ALIASES: CD52 | CD52 Bone Marrow | Hematology CD52
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52322"
52321,CD42,CD42 | CD42 Bone Marrow | Hematology CD42,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD42
ALIASES: CD42 | CD42 Bone Marrow | Hematology CD42
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52321"
51311,CD16,CD16 | CD16 Bone Marrow | Hematology CD16,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD16
ALIASES: CD16 | CD16 Bone Marrow | Hematology CD16
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51311"
51327,CD55,CD55 | CD55 Bone Marrow | Hematology CD55,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD55
ALIASES: CD55 | CD55 Bone Marrow | Hematology CD55
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51327"
52335,TdT,TdT | TdT Bone Marrow | Hematology TdT,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: TdT
ALIASES: TdT | TdT Bone Marrow | Hematology TdT
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52335"
52332,TCR Gamma-Delta,TCR Gamma-Delta | TCR Gamma-Delta Bone Marrow | Hematology TCR Gamma-Delta,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: TCR Gamma-Delta
ALIASES: TCR Gamma-Delta | TCR Gamma-Delta Bone Marrow | Hematology TCR Gamma-Delta
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52332"
51337,HLA-DR,HLA-DR | HLA-DR Bone Marrow | Hematology HLA-DR,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: HLA-DR
ALIASES: HLA-DR | HLA-DR Bone Marrow | Hematology HLA-DR
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51337"
52334,Voided Specimen,Voided Specimen | Voided Specimen Bone Marrow | Hematology Voided Specimen,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Bone Marrow | Hematology Voided Specimen
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52334"
51303,CD10,CD10 | CD10 Bone Marrow | Hematology CD10,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD10
ALIASES: CD10 | CD10 Bone Marrow | Hematology CD10
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51303"
51333,CD71,CD71 | CD71 Bone Marrow | Hematology CD71,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD71
ALIASES: CD71 | CD71 Bone Marrow | Hematology CD71
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51333"
51338,Immunophenotyping,Immunophenotyping | Immunophenotyping Bone Marrow | Hematology Immunophenotyping,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Immunophenotyping
ALIASES: Immunophenotyping | Immunophenotyping Bone Marrow | Hematology Immunophenotyping
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51338"
51326,CD5,CD5 | CD5 Bone Marrow | Hematology CD5,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD5
ALIASES: CD5 | CD5 Bone Marrow | Hematology CD5
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51326"
51342,Wright Giemsa,Wright Giemsa | Wright Giemsa Bone Marrow | Hematology Wright Giemsa,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Wright Giemsa
ALIASES: Wright Giemsa | Wright Giemsa Bone Marrow | Hematology Wright Giemsa
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51342"
52330,Sudan Black Stain,Sudan Black Stain | Sudan Black Stain Bone Marrow | Hematology Sudan Black Stain,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Sudan Black Stain
ALIASES: Sudan Black Stain | Sudan Black Stain Bone Marrow | Hematology Sudan Black Stain
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52330"
51329,CD57,CD57 | CD57 Bone Marrow | Hematology CD57,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD57
ALIASES: CD57 | CD57 Bone Marrow | Hematology CD57
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51329"
51319,CD3,CD3 | CD3 Bone Marrow | Hematology CD3,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD3
ALIASES: CD3 | CD3 Bone Marrow | Hematology CD3
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51319"
51341,Lambda,Lambda | Lambda Bone Marrow | Hematology Lambda,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Lambda
ALIASES: Lambda | Lambda Bone Marrow | Hematology Lambda
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51341"
51313,CD19,CD19 | CD19 Bone Marrow | Hematology CD19,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD19
ALIASES: CD19 | CD19 Bone Marrow | Hematology CD19
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51313"
52329,Peroxidase Stain,Peroxidase Stain | Peroxidase Stain Bone Marrow | Hematology Peroxidase Stain,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Peroxidase Stain
ALIASES: Peroxidase Stain | Peroxidase Stain Bone Marrow | Hematology Peroxidase Stain
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52329"
51310,CD15,CD15 | CD15 Bone Marrow | Hematology CD15,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD15
ALIASES: CD15 | CD15 Bone Marrow | Hematology CD15
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51310"
51315,CD20,CD20 | CD20 Bone Marrow | Hematology CD20,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD20
ALIASES: CD20 | CD20 Bone Marrow | Hematology CD20
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51315"
51332,CD7,CD7 | CD7 Bone Marrow | Hematology CD7,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD7
ALIASES: CD7 | CD7 Bone Marrow | Hematology CD7
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51332"
52327,Naphthol Butryrate,Naphthol Butryrate | Naphthol Butryrate Bone Marrow | Hematology Naphthol Butryrate,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Naphthol Butryrate
ALIASES: Naphthol Butryrate | Naphthol Butryrate Bone Marrow | Hematology Naphthol Butryrate
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 52327"
51325,CD45,CD45 | CD45 Bone Marrow | Hematology CD45,,Hematology,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: CD45
ALIASES: CD45 | CD45 Bone Marrow | Hematology CD45
UNIT: 
CATEGORY: Hematology
FLUID: Bone Marrow
LOINC: 
ITEMID: 51325"
52305,Myelocytes,Myelocytes | Myelocytes Joint Fluid | Hematology Myelocytes,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Myelocytes
ALIASES: Myelocytes | Myelocytes Joint Fluid | Hematology Myelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52305"
52300,Hypersegmented Neutrophils #,Hypersegmented Neutrophils # | Hypersegmented Neutrophils # Joint Fluid | Hematology Hypersegmented Neutrophils #,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Hypersegmented Neutrophils #
ALIASES: Hypersegmented Neutrophils # | Hypersegmented Neutrophils # Joint Fluid | Hematology Hypersegmented Neutrophils #
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52300"
